trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.started,textNext.started,mouseNext.started,mouseNext.x,mouseNext.y,mouseNext.leftButton,mouseNext.midButton,mouseNext.rightButton,mouseNext.time,mouseNext.clicked_name,emoWheelIntro.started,textEmoNext.started,mouseEmoNext.started,mouseEmoNext.x,mouseEmoNext.y,mouseEmoNext.leftButton,mouseEmoNext.midButton,mouseEmoNext.rightButton,mouseEmoNext.time,mouseEmoNext.clicked_name,Anger.started,Interest.started,Hate.started,Amusement.started,Contempt.started,Pride.started,Disgust.started,Joy.started,Fear.started,Pleasure.started,Disappointment.started,Contentment.started,Shame.started,Admiration.started,Regret.started,Love.started,Guilt.started,Relief.started,Sadness.started,Compassion.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,textNote.started,textExit.started,mouseExit.started,textNote.text,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,15.512710541996057,15.512710541996057,0.5094773329910822,[0.6765375854214123],[0.0],[1],[0],[0],[1.203052208002191],['textNext'],17.397965500000282,17.397965500000282,0.5117231250042096,[0.6605922551252847],[0.002277904328018223],[1],[0],[0],[3.0627022499975283],['textEmoNext'],20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,20.984240541991312,0.2027754579903558,[-0.34965831435079725],[0.017084282460136675],[1],[0],[0],[8.146132249996299],['Fear'],29.328168708001613,29.328168708001613,0.21882341599848587,Too late,[0.6697038724373576],[-0.0011389521640091116],[1],[0],[0],[4.884733749990119],['textExit'],34.2504796669964,38.2520011250017,userZ,001,2023-05-23_16h52.53.233,detectEmotion,2023.1.1,60.05839176680121,
