trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro.started,textNext.started,mouseNext.started,mouseNext.x,mouseNext.y,mouseNext.leftButton,mouseNext.midButton,mouseNext.rightButton,mouseNext.time,mouseNext.clicked_name,emoWheelIntro.started,textEmoNext.started,mouseEmoNext.started,mouseEmoNext.x,mouseEmoNext.y,mouseEmoNext.leftButton,mouseEmoNext.midButton,mouseEmoNext.rightButton,mouseEmoNext.time,mouseEmoNext.clicked_name,Anger.started,Interest.started,Hate.started,Amusement.started,Contempt.started,Pride.started,Disgust.started,Joy.started,Fear.started,Pleasure.started,Disappointment.started,Contentment.started,Shame.started,Admiration.started,Regret.started,Love.started,Guilt.started,Relief.started,Sadness.started,Compassion.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,textNote.started,textExit.started,mouseExit.started,textNote.text,mouseExit.x,mouseExit.y,mouseExit.leftButton,mouseExit.midButton,mouseExit.rightButton,mouseExit.time,mouseExit.clicked_name,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,17.704878541000653,17.704878541000653,0.511892667011125,[0.6799544419134397],[-0.002277904328018223],[1],[0],[0],[1.4366874169936636],['textNext'],19.823939165988122,19.823939165988122,0.5112629170034779,[0.6799544419134397],[-0.002277904328018223],[1],[0],[0],[1.6961108340037754],['textEmoNext'],22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,22.04005049999978,0.2015364170074463,[0.2847380410022779],[0.09567198177676538],[1],[0],[0],[1.2351961249951273],['Joy'],23.472162999998545,23.472162999998545,0.21368291700491682,I am joyful. Nothing specific.,[0.683371298405467],[-0.009111617312072893],[1],[0],[0],[11.852215374994557],['textExit'],35.35755999998946,39.35945424999227,userX,001,2023-05-23_16h44.58.559,detectEmotion,2023.1.1,60.08572731018677,
